Shortage,pworst burg,pworst kl,pworst mchi2,Supply,Population,Infrastructure,Model
256790,0.0030802,0.0029086,0.0034178,High,Low,WWTP,hadgem2.es.1.rcp45.piecewise
258710,0.00081577,0.00084148,0.0011824,Low,Low,WWTP,hadgem2.es.1.rcp45.piecewise
414020,0.014805,0.022898,0.021953,High,High,WWTP,hadgem2.es.1.rcp26.piecewise
414580,0.0073313,0.0074868,0.0060911,Low,High,WWTP,hadgem2.es.1.rcp26.piecewise
264270,0.0030642,0.0028692,0.0032953,High,Low,WWTP,hadgem2.es.1.rcp26.piecewise
273860,0.00081014,0.00082722,0.0011441,Low,Low,WWTP,hadgem2.es.1.rcp26.piecewise
437150,0.024411,0.028342,0.023869,High,High,WWTP,miroc.esm.chem.1.rcp85.piecewise
486840,0.028041,0.0091638,0.006545,Low,High,WWTP,miroc.esm.chem.1.rcp85.piecewise
267710,0.0032353,0.0032954,0.0045396,High,Low,WWTP,miroc.esm.chem.1.rcp85.piecewise
296130,0.00085665,0.00094626,0.001446,Low,Low,WWTP,miroc.esm.chem.1.rcp85.piecewise
413820,0.019843,0.026276,0.02319,High,High,WWTP,miroc.esm.chem.1.rcp60.piecewise
432470,0.014391,0.0085625,0.0063926,Low,High,WWTP,miroc.esm.chem.1.rcp60.piecewise
269360,0.0031877,0.0031757,0.0042071,High,Low,WWTP,miroc.esm.chem.1.rcp60.piecewise
276330,0.00084465,0.00091528,0.0013712,Low,Low,WWTP,miroc.esm.chem.1.rcp60.piecewise
422290,0.016485,0.024198,0.02245,High,High,WWTP,miroc.esm.chem.1.rcp45.piecewise
485830,0.0084632,0.0077659,0.0061733,Low,High,WWTP,miroc.esm.chem.1.rcp45.piecewise
257140,0.0031123,0.0029877,0.003659,High,Low,WWTP,miroc.esm.chem.1.rcp45.piecewise
267820,0.00082371,0.00086166,0.0012356,Low,Low,WWTP,miroc.esm.chem.1.rcp45.piecewise
411020,0.01434,0.022499,0.021795,High,High,WWTP,miroc.esm.chem.1.rcp26.piecewise
408180,0.006805,0.00733,0.0060436,Low,High,WWTP,miroc.esm.chem.1.rcp26.piecewise
248120,0.0030408,0.0028121,0.0031149,High,Low,WWTP,miroc.esm.chem.1.rcp26.piecewise
271850,0.00080264,0.0008083,0.0010921,Low,Low,WWTP,miroc.esm.chem.1.rcp26.piecewise
434430,0.015987,0.023834,0.022313,High,High,WWTP,miroc5.1.rcp85.piecewise
428950,0.0086153,0.0077985,0.0061827,Low,High,WWTP,miroc5.1.rcp85.piecewise
266120,0.0030977,0.0029517,0.0035499,High,Low,WWTP,miroc5.1.rcp85.piecewise
261720,0.00082069,0.00085396,0.0012155,Low,Low,WWTP,miroc5.1.rcp85.piecewise
385250,0.011196,0.019227,0.020384,High,High,WWTP,miroc5.1.rcp60.piecewise
425210,0.004337,0.0061979,0.0056668,Low,High,WWTP,miroc5.1.rcp60.piecewise
249670,0.0029358,0.0025588,0.0022669,High,Low,WWTP,miroc5.1.rcp60.piecewise
242070,0.00077542,0.0007404,0.00089503,Low,Low,WWTP,miroc5.1.rcp60.piecewise
364480,0.014567,0.022696,0.021874,High,High,WWTP,miroc5.1.rcp45.piecewise
477580,0.0065969,0.0072622,0.0060227,Low,High,WWTP,miroc5.1.rcp45.piecewise
259270,0.0030528,0.0028415,0.0032081,High,Low,WWTP,miroc5.1.rcp45.piecewise
288420,0.00080803,0.00082188,0.0011295,Low,Low,WWTP,miroc5.1.rcp45.piecewise
356530,0.011891,0.020049,0.02076,High,High,WWTP,miroc5.1.rcp26.piecewise
430250,0.0047581,0.0064569,0.0057587,Low,High,WWTP,miroc5.1.rcp26.piecewise
239260,0.0029746,0.0026516,0.0025868,High,Low,WWTP,miroc5.1.rcp26.piecewise
245680,0.00078575,0.000766,0.00097135,Low,Low,WWTP,miroc5.1.rcp26.piecewise
288120,0.0036012,0.0042401,0.0068038,High,High,WWTP,gfdl.cm3.1.rcp85.linear
291600,0.0010206,0.0013784,0.0022908,Low,High,WWTP,gfdl.cm3.1.rcp85.linear
199630,0.0021849,0.00099997,0,High,Low,WWTP,gfdl.cm3.1.rcp85.linear
195120,0.00056867,0.00028901,0,Low,Low,WWTP,gfdl.cm3.1.rcp85.linear
272250,0.0035237,0.0040374,0.0063637,High,High,WWTP,gfdl.cm3.1.rcp60.linear
273810,0.00099614,0.0013135,0.0021825,Low,High,WWTP,gfdl.cm3.1.rcp60.linear
190720,0.0021739,0.00098171,0,High,Low,WWTP,gfdl.cm3.1.rcp60.linear
190720,0.0005656,0.00028354,0,Low,Low,WWTP,gfdl.cm3.1.rcp60.linear
299130,0.0039811,0.0052449,0.0087142,High,High,WWTP,gfdl.cm3.1.rcp45.linear
290300,0.001145,0.0017068,0.0027706,Low,High,WWTP,gfdl.cm3.1.rcp45.linear
155930,0.0023027,0.0012067,0,High,Low,WWTP,gfdl.cm3.1.rcp45.linear
161750,0.0006004,0.00034825,0,Low,Low,WWTP,gfdl.cm3.1.rcp45.linear
294970,0.0037903,0.0047389,0.0078028,High,High,WWTP,gfdl.cm3.1.rcp26.linear
293840,0.0010822,0.0015417,0.0025422,Low,High,WWTP,gfdl.cm3.1.rcp26.linear
141670,0.0022615,0.0011325,0,High,Low,WWTP,gfdl.cm3.1.rcp26.linear
197770,0.0005868,0.0003223,0,Low,Low,WWTP,gfdl.cm3.1.rcp26.linear
284220,0.0036139,0.0042735,0.0068742,High,High,WWTP,gfdl.esm2m.1.rcp85.linear
271100,0.0010254,0.0013913,0.0023117,Low,High,WWTP,gfdl.esm2m.1.rcp85.linear
150220,0.0022265,0.0010711,0,High,Low,WWTP,gfdl.esm2m.1.rcp85.linear
166460,0.00057986,0.00030938,0,Low,Low,WWTP,gfdl.esm2m.1.rcp85.linear
266610,0.0033802,0.0036654,0.0054954,High,High,WWTP,gfdl.esm2m.1.rcp60.linear
220260,0.00096019,0.0012181,0.0020131,Low,High,WWTP,gfdl.esm2m.1.rcp60.linear
179790,0.0021547,0.0009498,0,High,Low,WWTP,gfdl.esm2m.1.rcp60.linear
139080,0.0005624,0.00027787,0,Low,Low,WWTP,gfdl.esm2m.1.rcp60.linear
235820,0.0035586,0.0041287,0.0065645,High,High,WWTP,gfdl.esm2m.1.rcp45.linear
235820,0.0010075,0.0013437,0.0022335,Low,High,WWTP,gfdl.esm2m.1.rcp45.linear
150210,0.002206,0.0010359,0,High,Low,WWTP,gfdl.esm2m.1.rcp45.linear
163830,0.00057418,0.00029897,0,Low,Low,WWTP,gfdl.esm2m.1.rcp45.linear
261140,0.003578,0.0041795,0.0066744,High,High,WWTP,gfdl.esm2m.1.rcp26.linear
268770,0.0010136,0.00136,0.0022605,Low,High,WWTP,gfdl.esm2m.1.rcp26.linear
150260,0.0022143,0.0010501,0,High,Low,WWTP,gfdl.esm2m.1.rcp26.linear
165040,0.00057641,0.00030303,0,Low,Low,WWTP,gfdl.esm2m.1.rcp26.linear
252370,0.0035471,0.0040986,0.0064989,High,High,WWTP,csiro.mk3.6.0.1.rcp85.linear
268570,0.0010036,0.0013334,0.0022163,Low,High,WWTP,csiro.mk3.6.0.1.rcp85.linear
183570,0.0021847,0.00099968,0,High,Low,WWTP,csiro.mk3.6.0.1.rcp85.linear
192520,0.00056825,0.00028826,0,Low,Low,WWTP,csiro.mk3.6.0.1.rcp85.linear
235630,0.0033291,0.0035342,0.005168,High,High,WWTP,csiro.mk3.6.0.1.rcp60.linear
246620,0.00093429,0.0011496,0.001883,Low,High,WWTP,csiro.mk3.6.0.1.rcp60.linear
138440,0.0021491,0.00094074,0,High,Low,WWTP,csiro.mk3.6.0.1.rcp60.linear
151980,0.00055877,0.0002715,0,Low,Low,WWTP,csiro.mk3.6.0.1.rcp60.linear
286540,0.0035566,0.0041233,0.0065529,High,High,WWTP,csiro.mk3.6.0.1.rcp45.linear
285440,0.0010069,0.0013421,0.0022307,Low,High,WWTP,csiro.mk3.6.0.1.rcp45.linear
194550,0.0021892,0.0010072,0,High,Low,WWTP,csiro.mk3.6.0.1.rcp45.linear
186250,0.000571,0.0002932,0,Low,Low,WWTP,csiro.mk3.6.0.1.rcp45.linear
188710,0.0034548,0.003858,0.0059554,High,High,WWTP,csiro.mk3.6.0.1.rcp26.linear
201850,0.0009748,0.0012569,0.0020835,Low,High,WWTP,csiro.mk3.6.0.1.rcp26.linear
142990,0.002171,0.00097685,0,High,Low,WWTP,csiro.mk3.6.0.1.rcp26.linear
185410,0.0005627,0.0002784,0,Low,Low,WWTP,csiro.mk3.6.0.1.rcp26.linear
290840,0.0036285,0.0043118,0.0069543,High,High,WWTP,hadgem2.es.1.rcp85.linear
293810,0.0010305,0.0014046,0.0023331,Low,High,WWTP,hadgem2.es.1.rcp85.linear
197220,0.0021991,0.0010241,0,High,Low,WWTP,hadgem2.es.1.rcp85.linear
195280,0.0005732,0.00029719,0,Low,Low,WWTP,hadgem2.es.1.rcp85.linear
275440,0.0036221,0.0042951,0.0069195,High,High,WWTP,hadgem2.es.1.rcp60.linear
284570,0.0010276,0.0013971,0.002321,Low,High,WWTP,hadgem2.es.1.rcp60.linear
195980,0.0022086,0.0010402,0,High,Low,WWTP,hadgem2.es.1.rcp60.linear
193880,0.00057503,0.00030051,0,Low,Low,WWTP,hadgem2.es.1.rcp60.linear
268290,0.00355,0.0041061,0.0065152,High,High,WWTP,hadgem2.es.1.rcp45.linear
276000,0.0010045,0.0013358,0.0022203,Low,High,WWTP,hadgem2.es.1.rcp45.linear
194770,0.0021907,0.0010098,0,High,Low,WWTP,hadgem2.es.1.rcp45.linear
186830,0.00057023,0.00029182,0,Low,Low,WWTP,hadgem2.es.1.rcp45.linear
278270,0.0035289,0.004051,0.0063939,High,High,WWTP,hadgem2.es.1.rcp26.linear
273260,0.00099798,0.0013184,0.0021908,Low,High,WWTP,hadgem2.es.1.rcp26.linear
145480,0.0021941,0.0010155,0,High,Low,WWTP,hadgem2.es.1.rcp26.linear
145450,0.00057114,0.00029347,0,Low,Low,WWTP,hadgem2.es.1.rcp26.linear
302370,0.0038875,0.0049965,0.0082783,High,High,WWTP,miroc.esm.chem.1.rcp85.linear
303500,0.0011144,0.0016266,0.0026625,Low,High,WWTP,miroc.esm.chem.1.rcp85.linear
206720,0.0022659,0.0011404,0,High,Low,WWTP,miroc.esm.chem.1.rcp85.linear
202110,0.00059061,0.0003295,0,Low,Low,WWTP,miroc.esm.chem.1.rcp85.linear
290830,0.0037577,0.0046525,0.0076376,High,High,WWTP,miroc.esm.chem.1.rcp60.linear
290830,0.0010718,0.0015142,0.0025017,Low,High,WWTP,miroc.esm.chem.1.rcp60.linear
203960,0.0022429,0.0010996,0,High,Low,WWTP,miroc.esm.chem.1.rcp60.linear
195680,0.00058506,0.00031904,0,Low,Low,WWTP,miroc.esm.chem.1.rcp60.linear
288280,0.003619,0.0042869,0.0069025,High,High,WWTP,miroc.esm.chem.1.rcp45.linear
285610,0.0010272,0.001396,0.0023192,Low,High,WWTP,miroc.esm.chem.1.rcp45.linear
196130,0.0022049,0.0010339,0,High,Low,WWTP,miroc.esm.chem.1.rcp45.linear
145490,0.00057753,0.00030509,0,Low,Low,WWTP,miroc.esm.chem.1.rcp45.linear
204150,0.0035212,0.0040308,0.006349,High,High,WWTP,miroc.esm.chem.1.rcp26.linear
190850,0.00099535,0.0013114,0.0021789,Low,High,WWTP,miroc.esm.chem.1.rcp26.linear
158310,0.0021776,0.00098779,0,High,Low,WWTP,miroc.esm.chem.1.rcp26.linear
147540,0.00056661,0.00028534,0,Low,Low,WWTP,miroc.esm.chem.1.rcp26.linear
279310,0.0035972,0.0042296,0.0067814,High,High,WWTP,miroc5.1.rcp85.linear
277750,0.0010198,0.0013764,0.0022874,Low,High,WWTP,miroc5.1.rcp85.linear
197800,0.0021971,0.0010206,0,High,Low,WWTP,miroc5.1.rcp85.linear
195500,0.00057187,0.00029477,0,Low,Low,WWTP,miroc5.1.rcp85.linear
204270,0.0033068,0.003477,0.0050215,High,High,WWTP,miroc5.1.rcp60.linear
205940,0.00092772,0.0011322,0.0018489,Low,High,WWTP,miroc5.1.rcp60.linear
189500,0.0021208,0.000895,0,High,Low,WWTP,miroc5.1.rcp60.linear
186280,0.00055054,0.00025731,0,Low,Low,WWTP,miroc5.1.rcp60.linear
218040,0.003533,0.0040616,0.0064174,High,High,WWTP,miroc5.1.rcp45.linear
252750,0.00099749,0.0013171,0.0021886,Low,High,WWTP,miroc5.1.rcp45.linear
147310,0.0021871,0.0010037,0,High,Low,WWTP,miroc5.1.rcp45.linear
151150,0.00056931,0.00029017,0,Low,Low,WWTP,miroc5.1.rcp45.linear
271430,0.003333,0.003544,0.0051929,High,High,WWTP,miroc5.1.rcp26.linear
273730,0.00093569,0.0011533,0.0018903,Low,High,WWTP,miroc5.1.rcp26.linear
188250,0.0021364,0.00092006,0,High,Low,WWTP,miroc5.1.rcp26.linear
188250,0.00055545,0.00026574,0,Low,Low,WWTP,miroc5.1.rcp26.linear
436810,0.016733,0.024044,0.022886,High,High,IPR,gfdl.cm3.1.rcp85.piecewise
443190,0.009299,0.0077851,0.0063334,Low,High,IPR,gfdl.cm3.1.rcp85.piecewise
256710,0.0030607,0.0029437,0.0030103,High,Low,IPR,gfdl.cm3.1.rcp85.piecewise
243180,0.00080922,0.00084645,0.0010836,Low,Low,IPR,gfdl.cm3.1.rcp85.piecewise
400950,0.015112,0.022861,0.022409,High,High,IPR,gfdl.cm3.1.rcp60.piecewise
408000,0.0075217,0.0074056,0.0062152,Low,High,IPR,gfdl.cm3.1.rcp60.piecewise
261180,0.0030336,0.0028769,0.0027933,High,Low,IPR,gfdl.cm3.1.rcp60.piecewise
259590,0.00080134,0.00082646,0.0010271,Low,Low,IPR,gfdl.cm3.1.rcp60.piecewise
452550,0.029044,0.029346,0.024772,High,High,IPR,gfdl.cm3.1.rcp45.piecewise
458710,0.13012,0.0094744,0.006798,Low,High,IPR,gfdl.cm3.1.rcp45.piecewise
249030,0.0032498,0.0034187,0.004426,High,Low,IPR,gfdl.cm3.1.rcp45.piecewise
259220,0.00086167,0.00098141,0.0014336,Low,Low,IPR,gfdl.cm3.1.rcp45.piecewise
404340,0.020841,0.026378,0.023763,High,High,IPR,gfdl.cm3.1.rcp26.piecewise
399890,0.016072,0.0085109,0.0065443,Low,High,IPR,gfdl.cm3.1.rcp26.piecewise
242660,0.003166,0.0032066,0.0038198,High,Low,IPR,gfdl.cm3.1.rcp26.piecewise
248580,0.00083956,0.00092417,0.0012915,Low,Low,IPR,gfdl.cm3.1.rcp26.piecewise
411840,0.016446,0.023847,0.022808,High,High,IPR,gfdl.esm2m.1.rcp85.piecewise
386710,0.0087688,0.0076862,0.0063031,Low,High,IPR,gfdl.esm2m.1.rcp85.piecewise
237440,0.0031094,0.0030647,0.0033916,High,Low,IPR,gfdl.esm2m.1.rcp85.piecewise
237020,0.00082128,0.00087722,0.0011681,Low,Low,IPR,gfdl.esm2m.1.rcp85.piecewise
399860,0.012548,0.020554,0.021402,High,High,IPR,gfdl.esm2m.1.rcp60.piecewise
422730,0.0053309,0.0066511,0.0059609,Low,High,IPR,gfdl.esm2m.1.rcp60.piecewise
246770,0.002977,0.0027385,0.0023264,High,Low,IPR,gfdl.esm2m.1.rcp60.piecewise
248620,0.00078601,0.00078783,0.00091383,Low,Low,IPR,gfdl.esm2m.1.rcp60.piecewise
412990,0.014895,0.022688,0.022337,High,High,IPR,gfdl.esm2m.1.rcp45.piecewise
416580,0.0073302,0.0073552,0.006199,Low,High,IPR,gfdl.esm2m.1.rcp45.piecewise
260030,0.0030671,0.0029596,0.0030612,High,Low,IPR,gfdl.esm2m.1.rcp45.piecewise
237500,0.00080949,0.00084714,0.0010856,Low,Low,IPR,gfdl.esm2m.1.rcp45.piecewise
392130,0.01481,0.02262,0.022308,High,High,IPR,gfdl.esm2m.1.rcp26.piecewise
414110,0.007518,0.0074047,0.0062149,Low,High,IPR,gfdl.esm2m.1.rcp26.piecewise
240540,0.0030837,0.0030008,0.003192,High,Low,IPR,gfdl.esm2m.1.rcp26.piecewise
221280,0.00081275,0.00085544,0.0011086,Low,Low,IPR,gfdl.esm2m.1.rcp26.piecewise
401800,0.014995,0.022769,0.02237,High,High,IPR,csiro.mk3.6.0.1.rcp85.piecewise
415610,0.0073945,0.0073724,0.0062045,Low,High,IPR,csiro.mk3.6.0.1.rcp85.piecewise
244330,0.0030514,0.0029208,0.0029365,High,Low,IPR,csiro.mk3.6.0.1.rcp85.piecewise
248110,0.00080528,0.00083645,0.0010555,Low,Low,IPR,csiro.mk3.6.0.1.rcp85.piecewise
413570,0.011817,0.019772,0.021035,High,High,IPR,csiro.mk3.6.0.1.rcp60.piecewise
416560,0.0048743,0.0064252,0.0058792,Low,High,IPR,csiro.mk3.6.0.1.rcp60.piecewise
252090,0.0029573,0.0026907,0.0021597,High,Low,IPR,csiro.mk3.6.0.1.rcp60.piecewise
247310,0.00078087,0.00077496,0.00087484,Low,Low,IPR,csiro.mk3.6.0.1.rcp60.piecewise
429300,0.015352,0.023048,0.022486,High,High,IPR,csiro.mk3.6.0.1.rcp45.piecewise
454260,0.0079253,0.0075049,0.0062467,Low,High,IPR,csiro.mk3.6.0.1.rcp45.piecewise
255680,0.0030532,0.0029252,0.0029506,High,Low,IPR,csiro.mk3.6.0.1.rcp45.piecewise
247820,0.00080639,0.00083927,0.0010635,Low,Low,IPR,csiro.mk3.6.0.1.rcp45.piecewise
416820,0.013098,0.021102,0.021651,High,High,IPR,csiro.mk3.6.0.1.rcp26.piecewise
426600,0.0057083,0.0068153,0.0060186,Low,High,IPR,csiro.mk3.6.0.1.rcp26.piecewise
236840,0.0029959,0.0027845,0.0024841,High,Low,IPR,csiro.mk3.6.0.1.rcp26.piecewise
257640,0.00079197,0.00080282,0.00095841,Low,Low,IPR,csiro.mk3.6.0.1.rcp26.piecewise
446510,0.017229,0.024371,0.023014,High,High,IPR,hadgem2.es.1.rcp85.piecewise
436350,0.0096385,0.0078433,0.006351,Low,High,IPR,hadgem2.es.1.rcp85.piecewise
234130,0.0030769,0.002984,0.003139,High,Low,IPR,hadgem2.es.1.rcp85.piecewise
246420,0.00081286,0.00085572,0.0011094,Low,Low,IPR,hadgem2.es.1.rcp85.piecewise
428360,0.016658,0.023993,0.022866,High,High,IPR,hadgem2.es.1.rcp60.piecewise
436320,0.0091648,0.007761,0.0063261,Low,High,IPR,hadgem2.es.1.rcp60.piecewise
244480,0.0030865,0.0030078,0.0032143,High,Low,IPR,hadgem2.es.1.rcp60.piecewise
249300,0.00081641,0.00086477,0.0011343,Low,Low,IPR,hadgem2.es.1.rcp60.piecewise
422440,0.01537,0.023062,0.022491,High,High,IPR,hadgem2.es.1.rcp45.piecewise
403680,0.0075308,0.0074079,0.0062159,Low,High,IPR,hadgem2.es.1.rcp45.piecewise
242000,0.0030549,0.0029294,0.0029641,High,Low,IPR,hadgem2.es.1.rcp45.piecewise
242750,0.00080759,0.00084232,0.001072,Low,Low,IPR,hadgem2.es.1.rcp45.piecewise
427320,0.014882,0.022677,0.022332,High,High,IPR,hadgem2.es.1.rcp26.piecewise
440650,0.0073809,0.0073688,0.0062034,Low,High,IPR,hadgem2.es.1.rcp26.piecewise
248270,0.0030359,0.0028827,0.0028122,High,Low,IPR,hadgem2.es.1.rcp26.piecewise
255150,0.00080287,0.00083034,0.0010382,Low,Low,IPR,hadgem2.es.1.rcp26.piecewise
440910,0.025353,0.028211,0.024399,High,High,IPR,miroc.esm.chem.1.rcp85.piecewise
451110,0.038464,0.0091393,0.0067128,Low,High,IPR,miroc.esm.chem.1.rcp85.piecewise
270050,0.0032054,0.003306,0.0041087,High,Low,IPR,miroc.esm.chem.1.rcp85.piecewise
265170,0.00085064,0.00095279,0.0013636,Low,Low,IPR,miroc.esm.chem.1.rcp85.piecewise
411190,0.019789,0.025854,0.023573,High,High,IPR,miroc.esm.chem.1.rcp60.piecewise
415510,0.01402,0.0083598,0.0065019,Low,High,IPR,miroc.esm.chem.1.rcp60.piecewise
231170,0.0031565,0.0031826,0.0037488,High,Low,IPR,miroc.esm.chem.1.rcp60.piecewise
253060,0.00083612,0.00091531,0.0012687,Low,Low,IPR,miroc.esm.chem.1.rcp60.piecewise
433990,0.016667,0.023999,0.022868,High,High,IPR,miroc.esm.chem.1.rcp45.piecewise
424390,0.0093919,0.0078014,0.0063383,Low,High,IPR,miroc.esm.chem.1.rcp45.piecewise
249200,0.0030859,0.0030063,0.0032095,High,Low,IPR,miroc.esm.chem.1.rcp45.piecewise
252210,0.00081675,0.00086564,0.0011367,Low,Low,IPR,miroc.esm.chem.1.rcp45.piecewise
391920,0.014169,0.022082,0.022081,High,High,IPR,miroc.esm.chem.1.rcp26.piecewise
398940,0.0065983,0.0071395,0.0061286,Low,High,IPR,miroc.esm.chem.1.rcp26.piecewise
231620,0.0030124,0.0028249,0.0026203,High,Low,IPR,miroc.esm.chem.1.rcp26.piecewise
230350,0.00079623,0.00081354,0.0009898,Low,Low,IPR,miroc.esm.chem.1.rcp26.piecewise
393150,0.016147,0.023637,0.022724,High,High,IPR,miroc5.1.rcp85.piecewise
403610,0.0088156,0.0076953,0.006306,Low,High,IPR,miroc5.1.rcp85.piecewise
242020,0.00307,0.0029669,0.0030846,High,Low,IPR,miroc5.1.rcp85.piecewise
241160,0.00081222,0.0008541,0.0011049,Low,Low,IPR,miroc5.1.rcp85.piecewise
432550,0.011439,0.019342,0.020827,High,High,IPR,miroc5.1.rcp60.piecewise
435780,0.004494,0.0062095,0.0057984,Low,High,IPR,miroc5.1.rcp60.piecewise
242540,0.0029174,0.0025947,0.001816,High,Low,IPR,miroc5.1.rcp60.piecewise
234310,0.00076881,0.00074494,0.00078138,Low,Low,IPR,miroc5.1.rcp60.piecewise
449710,0.014612,0.022457,0.02224,High,High,IPR,miroc5.1.rcp45.piecewise
433890,0.0067163,0.007177,0.006141,Low,High,IPR,miroc5.1.rcp45.piecewise
232240,0.0030293,0.0028664,0.0027585,High,Low,IPR,miroc5.1.rcp45.piecewise
225000,0.00080032,0.0008239,0.0010197,Low,Low,IPR,miroc5.1.rcp45.piecewise
420550,0.011911,0.019876,0.021085,High,High,IPR,miroc5.1.rcp26.piecewise
426320,0.0048504,0.0064124,0.0058745,Low,High,IPR,miroc5.1.rcp26.piecewise
230900,0.0029594,0.0026959,0.0021781,High,Low,IPR,miroc5.1.rcp26.piecewise
245250,0.00077772,0.00076711,0.00085076,Low,Low,IPR,miroc5.1.rcp26.piecewise
278640,0.0036057,0.0043414,0.0066871,High,High,IPR,gfdl.cm3.1.rcp85.linear
256170,0.0010184,0.0013945,0.0022648,Low,High,IPR,gfdl.cm3.1.rcp85.linear
145770,0.0021694,0.0010239,0,High,Low,IPR,gfdl.cm3.1.rcp85.linear
149220,0.00056392,0.00029408,0,Low,Low,IPR,gfdl.cm3.1.rcp85.linear
236600,0.0035327,0.0041501,0.0062607,High,High,IPR,gfdl.cm3.1.rcp60.linear
228270,0.00099815,0.0013409,0.002172,Low,High,IPR,gfdl.cm3.1.rcp60.linear
133760,0.0021597,0.0010074,0,High,Low,IPR,gfdl.cm3.1.rcp60.linear
138650,0.00056282,0.00029209,0,Low,Low,IPR,gfdl.cm3.1.rcp60.linear
253290,0.0039445,0.0052362,0.0084608,High,High,IPR,gfdl.cm3.1.rcp45.linear
271550,0.001135,0.0017005,0.0027341,Low,High,IPR,gfdl.cm3.1.rcp45.linear
158380,0.002264,0.0011914,0,High,Low,IPR,gfdl.cm3.1.rcp45.linear
153350,0.00058955,0.00034223,0,Low,Low,IPR,gfdl.cm3.1.rcp45.linear
237680,0.0037744,0.004786,0.0076099,High,High,IPR,gfdl.cm3.1.rcp26.linear
241590,0.0010785,0.0015528,0.0025192,Low,High,IPR,gfdl.cm3.1.rcp26.linear
156570,0.0022272,0.0011249,0,High,Low,IPR,gfdl.cm3.1.rcp26.linear
157450,0.00057989,0.00032372,0,Low,Low,IPR,gfdl.cm3.1.rcp26.linear
233910,0.0036069,0.0043445,0.006694,High,High,IPR,gfdl.esm2m.1.rcp85.linear
243850,0.0010221,0.0014043,0.0022813,Low,High,IPR,gfdl.esm2m.1.rcp85.linear
144620,0.0021981,0.0010736,0,High,Low,IPR,gfdl.esm2m.1.rcp85.linear
132910,0.00057217,0.00030924,0,Low,Low,IPR,gfdl.esm2m.1.rcp85.linear
243330,0.0033928,0.0037859,0.0053916,High,High,IPR,gfdl.esm2m.1.rcp60.linear
246750,0.0009562,0.0012299,0.0019675,Low,High,IPR,gfdl.esm2m.1.rcp60.linear
140160,0.0021362,0.00096788,0,High,Low,IPR,gfdl.esm2m.1.rcp60.linear
138830,0.00055518,0.00027837,0,Low,Low,IPR,gfdl.esm2m.1.rcp60.linear
232010,0.0035286,0.0041394,0.0062363,High,High,IPR,gfdl.esm2m.1.rcp45.linear
